iter	Logloss
236	0.1394956168
237	0.1394012287
238	0.1392671216
239	0.1391236369
240	0.138995737
241	0.1388899142
242	0.1388032672
243	0.1386827654
244	0.1385926757
245	0.1384977236
246	0.1382720543
247	0.1380724106
248	0.1379831452
249	0.137893523
250	0.1378141054
251	0.1376883605
252	0.1375875268
253	0.1375084222
254	0.1373881917
255	0.1372122966
256	0.1370337515
257	0.1369709169
258	0.1368791419
259	0.1368177805
260	0.136654924
261	0.1365833416
262	0.1365085506
263	0.1363788931
264	0.1363050118
265	0.1362097119
266	0.1361448063
267	0.1360747439
268	0.1360142049
269	0.1359014165
270	0.1358333757
271	0.1357616243
272	0.1356889395
273	0.1356182441
274	0.1354550664
275	0.1353818475
276	0.1353218555
277	0.1351625116
278	0.1351111125
279	0.1350120453
280	0.1349600458
281	0.1348017293
282	0.134676172
283	0.1346135315
284	0.1345629905
285	0.1344876439
286	0.1344276495
287	0.1342490711
288	0.1341909756
289	0.1340545739
290	0.1338934139
291	0.1337663735
292	0.1336164767
293	0.133470628
294	0.1333894331
295	0.1333332475
296	0.1331643132
297	0.1330394128
298	0.1329890456
299	0.132809461
300	0.1327488149
301	0.1326511124
302	0.1325960489
303	0.1325328823
304	0.1324775597
305	0.13242854
306	0.1323866863
307	0.1323417579
308	0.1322981641
309	0.132212434
310	0.1321047185
311	0.1320555528
312	0.1320002841
313	0.1319255042
314	0.1318759818
315	0.1318205762
316	0.1317664567
317	0.1317287974
318	0.131685264
319	0.1315246432
320	0.131458153
321	0.1313680894
322	0.1313293103
323	0.1312778021
324	0.1311118406
325	0.131073203
326	0.1310252492
327	0.1309768999
328	0.1309277848
329	0.1308846912
330	0.1307673042
331	0.1306196161
332	0.1305756653
333	0.1305391442
334	0.1304988628
335	0.1304158124
336	0.1302759033
337	0.1301731017
338	0.1301456687
339	0.1300962776
340	0.1300607831
341	0.1300256272
342	0.1299847735
343	0.129945031
344	0.1298235881
345	0.1297871759
346	0.1297144401
347	0.1296783697
348	0.129646929
349	0.1295875694
350	0.1294794015
351	0.1294425319
352	0.1293193373
353	0.1292744401
354	0.1292316307
355	0.1292004121
356	0.1291578726
357	0.1289993223
358	0.1289520951
359	0.1289109492
360	0.1288622549
361	0.128793134
362	0.1287593804
363	0.1287177715
364	0.1286775866
365	0.1285528241
366	0.128518469
367	0.1284852142
368	0.1284415447
369	0.128339249
370	0.128298761
371	0.1282644853
372	0.1282337282
373	0.128193619
374	0.1281600571
375	0.1281279702
376	0.1280819787
377	0.1280452136
378	0.1279188276
379	0.127880031
380	0.1277726472
381	0.127685995
382	0.1276463029
383	0.1276068703
384	0.1274650032
385	0.1274305615
386	0.1273919702
387	0.1273587003
388	0.1273157289
389	0.1272819396
390	0.12724508
391	0.1272178729
392	0.1271855735
393	0.127060453
394	0.1270087876
395	0.1269732141
396	0.1269541957
397	0.1268968287
398	0.1268643762
399	0.1268273245
400	0.126784325
401	0.126762881
402	0.1267330449
403	0.1266902092
404	0.1266541118
405	0.1266261972
406	0.1265874367
407	0.1265575315
408	0.1265255462
409	0.1264909251
410	0.1264529618
411	0.1264197468
412	0.1263916416
413	0.1263675436
414	0.1263369268
415	0.1262996891
416	0.1262634573
417	0.1262238078
418	0.1261952529
419	0.1261676445
420	0.1260978905
421	0.1260659218
422	0.1259454324
423	0.1259201687
424	0.1258851554
425	0.1258537111
426	0.1258116067
427	0.1257435708
428	0.125713384
429	0.1256771966
430	0.1256505131
431	0.1256254905
432	0.125599104
433	0.1255740731
434	0.1255431769
435	0.1254981681
436	0.1254599562
437	0.1254284668
438	0.1253997858
439	0.1253750485
440	0.1253491338
441	0.125318099
442	0.1252978525
443	0.1252663773
444	0.1252433417
445	0.1252138867
446	0.1251893818
447	0.1251243795
448	0.1250742899
449	0.1250429533
450	0.125016848
451	0.1249883488
452	0.1249602928
453	0.1249349742
454	0.1249037737
455	0.1248123732
456	0.1247883095
457	0.1247456315
458	0.124715285
459	0.124692027
460	0.1246702243
461	0.124655687
462	0.1245822307
463	0.1245480197
464	0.1245175281
465	0.124482483
466	0.1244598064
467	0.1244310244
468	0.124403658
469	0.1243792497
470	0.1243533592
471	0.1243270373
472	0.1243035656
473	0.1242775679
474	0.1241981693
475	0.1241454724
476	0.1240708073
477	0.1240392676
478	0.1240184435
479	0.1239546634
480	0.1239224489
481	0.12389725
482	0.1238757616
483	0.1238477957
484	0.1238261381
485	0.12372777
486	0.1237057076
487	0.1236737882
488	0.123651626
489	0.1236294047
490	0.1236049047
491	0.123582147
492	0.1235590709
493	0.1235325269
494	0.1235150724
495	0.1234929648
496	0.1234686109
497	0.1234471254
498	0.1234232913
499	0.1234028724
500	0.1233808988
501	0.1233573247
502	0.1233231413
503	0.1232913849
504	0.1232209378
505	0.1231951841
506	0.123170829
507	0.1231441483
508	0.1231165034
509	0.1230946945
510	0.1230737315
511	0.1230453808
512	0.1230220499
513	0.1229978011
514	0.1229818005
515	0.1229627216
516	0.1229396537
517	0.1228365409
518	0.1228134667
519	0.1227886526
520	0.1227711621
521	0.1227504289
522	0.1227292655
523	0.1227127379
524	0.1226863693
525	0.1226544545
526	0.1226276165
527	0.122598675
528	0.1225747332
529	0.1225566433
530	0.1225360058
531	0.122503184
532	0.1224809611
533	0.1224516091
534	0.1224250391
535	0.1224048989
536	0.1223856707
537	0.1223635687
538	0.1223335753
539	0.1222989235
540	0.1222777942
541	0.1222583421
542	0.1222415426
543	0.1222181131
544	0.1221899698
545	0.1221647873
546	0.1221403535
547	0.1220739264
548	0.1220599468
549	0.1220348126
550	0.1220088302
551	0.121993705
552	0.1219725269
553	0.1219575781
554	0.1219285641
555	0.1218999157
556	0.1218720337
557	0.1218472954
558	0.1218283599
559	0.1218080927
560	0.1217815356
561	0.1217638827
562	0.1217523259
563	0.1217309727
564	0.1217091923
565	0.1216839641
566	0.1216659023
567	0.1216424132
568	0.1216216156
569	0.1216056227
570	0.1215892244
571	0.1215604946
572	0.1215403852
573	0.1215214399
574	0.1214992781
575	0.1214797398
576	0.1214576956
577	0.1214352183
578	0.1214179035
579	0.1213911288
580	0.121363618
581	0.121346891
582	0.1213251538
583	0.1213006207
584	0.1212728215
585	0.1212465565
586	0.1212283973
587	0.1211967014
588	0.1211752395
589	0.1211437552
590	0.1210689178
591	0.1210499149
592	0.1210304162
593	0.1210062541
594	0.1209854166
595	0.1209276162
596	0.1209068559
597	0.1208353102
598	0.1208165072
599	0.120793812
600	0.120709881
601	0.1206927015
602	0.1206703854
603	0.120653162
604	0.1206129248
605	0.120581548
606	0.1205613144
607	0.1205436432
608	0.1205064655
609	0.1204824658
610	0.1204683206
611	0.1204327203
612	0.1204025384
613	0.1203900179
614	0.1203760869
615	0.120358602
616	0.1203409763
617	0.120320919
618	0.1202732237
619	0.1202575136
620	0.120243975
621	0.120202538
622	0.1201178309
623	0.1200842819
624	0.1200673719
625	0.1200501384
626	0.120032847
627	0.1200168426
628	0.1199658507
629	0.1199459877
630	0.1199304145
631	0.1199100459
632	0.1198975891
633	0.1198810588
634	0.1198671086
635	0.1198392342
636	0.1198161623
637	0.1197998186
638	0.1197815918
639	0.1197083258
640	0.1196923371
641	0.1196755243
642	0.119650355
643	0.1196236527
644	0.1195660136
645	0.119545325
646	0.1195268799
647	0.1195133286
648	0.1194906318
649	0.1194762905
650	0.1194554688
651	0.1194384273
652	0.119422156
653	0.1194076566
654	0.1193849871
655	0.1193414922
656	0.1193188603
657	0.1192986644
658	0.1192818726
659	0.1192637352
660	0.1192487983
661	0.1192313839
662	0.1192111402
663	0.1191849266
664	0.1191623849
665	0.1191436204
666	0.1191242382
667	0.1190950316
668	0.119078178
669	0.1190610992
670	0.1190350491
671	0.1190243453
672	0.1190072556
673	0.118979867
674	0.1189621058
675	0.118938392
676	0.1189137841
677	0.1188983143
678	0.1188788553
679	0.1188561281
680	0.1188473682
681	0.1188297964
682	0.1187475349
683	0.1187285673
684	0.1187007934
685	0.118686645
686	0.1186689857
687	0.1186545672
688	0.1186346928
689	0.1186113696
690	0.118557104
691	0.1185114424
692	0.1184923484
693	0.1184694368
694	0.1184419756
695	0.1184201198
696	0.1183957704
697	0.118382777
698	0.1183546971
699	0.1183327167
700	0.1183146015
701	0.1182945145
702	0.1182730287
703	0.1182526652
704	0.1182269228
705	0.118208793
706	0.1181833781
707	0.1181656488
708	0.1181489762
709	0.1181329233
710	0.1181114969
711	0.118092198
712	0.1180746085
713	0.118050153
714	0.1179954973
715	0.1179712434
716	0.1179606528
717	0.1179467329
718	0.1179295348
719	0.1179135949
720	0.1178937177
721	0.1178793987
722	0.1178676158
723	0.117818945
724	0.117794525
725	0.1177752166
726	0.117751883
727	0.1177294635
728	0.117709496
729	0.1176902095
730	0.1176788397
731	0.1176580021
732	0.1176440389
733	0.1176280893
734	0.117611128
735	0.117592437
736	0.1175794725
737	0.1175652176
738	0.1175463411
739	0.1175201499
740	0.1175076303
741	0.1174459772
742	0.1174285423
743	0.1174115372
744	0.1173894036
745	0.1173772446
746	0.1173615268
747	0.1173403944
748	0.117322152
749	0.1173045475
750	0.1172865545
751	0.1172669195
752	0.1172446671
753	0.1172282789
754	0.117214871
755	0.1172007476
756	0.1171842196
757	0.1171238062
758	0.1171139065
759	0.1170950247
760	0.1170814918
761	0.1170637981
762	0.1170461905
763	0.1170201584
764	0.116966115
765	0.1169518954
766	0.1169339067
767	0.1169157511
768	0.1168952618
769	0.1168761473
770	0.1168455241
771	0.1168273527
772	0.1168101033
773	0.1167931322
774	0.1167841454
775	0.1167656919
776	0.1167440307
777	0.1167301647
778	0.1167150107
779	0.1166972818
780	0.1166818268
781	0.1166509188
782	0.1166363596
783	0.1166177569
784	0.1166045391
785	0.1165855567
786	0.1165707969
787	0.116543043
788	0.1165318448
789	0.1165142719
790	0.1164967918
791	0.116481492
792	0.1164624141
793	0.1164444388
794	0.1164234358
795	0.1164090404
796	0.1163915247
797	0.1163713681
798	0.1163574611
799	0.1163198545
800	0.1163094747
801	0.116292937
802	0.1162746262
803	0.1162620342
804	0.1162444337
805	0.1162243213
806	0.1162088751
807	0.1161922241
808	0.1161779077
809	0.1161579668
810	0.116141243
811	0.1161233065
812	0.1161036901
813	0.1160680201
814	0.1160482902
815	0.1160326961
816	0.1160150945
817	0.115996378
818	0.1159818149
819	0.1159712165
820	0.115956739
821	0.115938888
822	0.1159232945
823	0.1159075084
824	0.1158912223
825	0.1158748923
826	0.1158596352
827	0.1158410066
828	0.1158296891
829	0.1158077093
830	0.1157534202
831	0.1157375127
832	0.1157167778
833	0.1157011452
834	0.1156884227
835	0.1156686347
836	0.1156504278
837	0.115629086
838	0.1156138817
839	0.1156017499
840	0.1155842375
841	0.1155608305
842	0.1155430449
843	0.1155335971
844	0.1155161357
845	0.1154984606
846	0.1154838882
847	0.1154710527
848	0.1154440765
849	0.11541889
850	0.1154034447
851	0.1153802611
852	0.1153570204
853	0.1153394112
854	0.1153237421
855	0.115307724
856	0.1152543366
857	0.1152268349
858	0.1152120064
859	0.1151944495
860	0.1151772183
861	0.1151668728
862	0.1151505506
863	0.1151250662
864	0.1151104778
865	0.115094754
866	0.1150706062
867	0.1150575769
868	0.1150428441
869	0.1150194282
870	0.1150026699
871	0.1149841615
872	0.1149656968
873	0.1149481415
874	0.114929228
875	0.1149147813
876	0.1148938973
877	0.1148839703
878	0.1148649407
879	0.1148476387
880	0.1148280872
881	0.1148172649
882	0.1148038544
883	0.1147920721
884	0.1147678996
885	0.1147508673
886	0.1147292632
887	0.1147063087
888	0.1146869217
889	0.1146622253
890	0.1146484635
891	0.1146356204
892	0.1146215719
893	0.1146085389
894	0.114595179
895	0.1145739216
896	0.1145578953
897	0.1145433291
898	0.1145300103
899	0.1145055031
900	0.1144847611
901	0.1144731031
902	0.1144538011
903	0.1144397942
904	0.1144189244
905	0.1143952521
906	0.1143770668
907	0.1143590018
908	0.1143373221
909	0.1143220566
910	0.114302969
911	0.1142939404
912	0.114272005
913	0.1142556251
914	0.114235218
915	0.1142227969
916	0.11419892
917	0.1141843783
918	0.1141734347
919	0.1141581931
920	0.114129617
921	0.114111843
922	0.114097403
923	0.1140850443
924	0.1140661347
925	0.1140522399
926	0.1140398516
927	0.1140288164
928	0.1140130491
929	0.1140019199
930	0.113988486
931	0.1139721187
932	0.113961916
933	0.1139408157
934	0.1138982205
935	0.1138740342
936	0.1138452155
937	0.1138338518
938	0.1138070671
939	0.1137899494
940	0.1137731552
941	0.1137554088
942	0.1137386503
943	0.113720332
944	0.1136992724
945	0.1136815943
946	0.1136631278
947	0.1136459548
948	0.1136312275
949	0.1136223138
950	0.1136096899
951	0.1135885582
952	0.1135766572
953	0.1135662324
954	0.1135550282
955	0.1135366526
956	0.1135189254
957	0.1135078295
958	0.1134973697
959	0.1134707768
960	0.1134549611
961	0.1134305589
962	0.1134136468
963	0.1133615979
964	0.1133438581
965	0.1133274341
966	0.1133102174
967	0.1132946985
968	0.1132841884
969	0.1132663894
970	0.1132514188
971	0.1132373425
972	0.113215223
973	0.1132037215
974	0.1131503031
975	0.1131318407
976	0.1131187222
977	0.1131023687
978	0.1130878714
979	0.1130732885
980	0.1130642228
981	0.1130424788
982	0.1130301259
983	0.1130130995
984	0.1129954234
985	0.1129805062
986	0.112967775
987	0.1129552804
988	0.1129371297
989	0.1129220572
990	0.1128970176
991	0.112875809
992	0.1128599161
993	0.1128465822
994	0.112826571
995	0.1128172021
996	0.1128043941
997	0.1127817183
998	0.1127738445
999	0.1127485683
